,target,ids,date,flag,user,text,type,traget
1511891,1,2175157379,Mon Jun 15 00:13:55 PDT 2009,NO_QUERY,Whookhie_BDB,"@teqshe not slow, just don't have much to do except hunt for them fuckers, so I'm just used to it .... ",train,1.0
1326997,1,2015328021,Wed Jun 03 04:21:54 PDT 2009,NO_QUERY,JonoH,Motorola unveiled the first consumer DOCSIS3 cable modem today...  100mbit just around the corner Melbourne!,train,1.0
1535349,1,2179006979,Mon Jun 15 08:30:51 PDT 2009,NO_QUERY,Simo82,"@alyssarenee_ poor girl, i hear ya ",train,1.0
1378284,1,2051991954,Fri Jun 05 23:20:52 PDT 2009,NO_QUERY,paulboulon,Confessions of a shopaholic! ,train,1.0
868297,1,1677922683,Sat May 02 04:41:29 PDT 2009,NO_QUERY,ambarhamid,Spending quality time watching Smurf on Youtube. It's like a timewarp..Hahaha   http://tr.im/khyj,train,1.0
972834,1,1832702592,Sun May 17 21:18:33 PDT 2009,NO_QUERY,GoddessLeonie,Late Lunch. So hungry I could eat a horse. Won't though. Shall eat hunky's pumpkin minestrone soup instead. Boooyeah! ,train,1.0
1111843,1,1972295447,Sat May 30 08:57:29 PDT 2009,NO_QUERY,leland307,@fousheezy Morning sex works prett damn good too ,train,1.0
1219739,1,1989980622,Mon Jun 01 03:28:50 PDT 2009,NO_QUERY,nickdaws,In case you missed it: http://www.free-ocr.com/ Free online OCR tool. Pretty cool ,train,1.0
1052641,1,1961485742,Fri May 29 09:34:35 PDT 2009,NO_QUERY,Xena81,@Lucy_Lawless I have also no idea what follow Friday is ,train,1.0
1067023,1,1965412226,Fri May 29 15:52:32 PDT 2009,NO_QUERY,1mzjenn,"my white boii making me sum grub.. aww, k lindo ",train,1.0
1223958,1,1990483405,Mon Jun 01 04:59:38 PDT 2009,NO_QUERY,oysta,"@tgdavies oh, I didn't say it isn't hard ",train,1.0
1040822,1,1957002345,Thu May 28 23:14:57 PDT 2009,NO_QUERY,JessCostabile,bed. going blonder tomorrow ,train,1.0
1499479,1,2070844564,Sun Jun 07 18:23:46 PDT 2009,NO_QUERY,TaraMakarechi,"Soaking in the last few hours with all the family in town... it's been a loud, delicious and beautiful time together!! ",train,1.0
1581615,1,2190209777,Tue Jun 16 02:04:46 PDT 2009,NO_QUERY,Shondoyt,@MightBeMarissa Morning you ,train,1.0
881128,1,1685758503,Sun May 03 01:55:58 PDT 2009,NO_QUERY,GeorgieRiot,is going  to Drayton Manor today!! ,train,1.0
896405,1,1693023521,Sun May 03 21:21:50 PDT 2009,NO_QUERY,MyProfitExpert,just got his wife a really nice massage today @ massage-in-vancouver.com . Excellent mother's day present! ,train,1.0
1473705,1,2065593430,Sun Jun 07 08:54:50 PDT 2009,NO_QUERY,mathias93,Heading to the high school to practice some lacrosse ,train,1.0
1596996,1,2192812983,Tue Jun 16 07:35:10 PDT 2009,NO_QUERY,andyctwit,@Sassygeogirl thanks ,train,1.0
1026018,1,1883641002,Fri May 22 08:52:33 PDT 2009,NO_QUERY,Emma72,@Mol7  That's why it was a no-brainer for me!  Means I get all the functions of my iPod with a great phone AND internet ,train,1.0
1368603,1,2050638587,Fri Jun 05 19:01:52 PDT 2009,NO_QUERY,tactownhottie,realizing that my baby and i are thinking about eachother at the same time! wow ,train,1.0
1565001,1,2187438174,Mon Jun 15 20:16:54 PDT 2009,NO_QUERY,PhilliMack,bedtime.....finally. Then mommy time ,train,1.0
1076544,1,1967455620,Fri May 29 19:36:44 PDT 2009,NO_QUERY,Kat5Rescue,@EastDallasAlice Thank-you for the #followfriday shout out ,train,1.0
1079926,1,1968152040,Fri May 29 20:51:37 PDT 2009,NO_QUERY,MarcyRubin,"@MentalStrawbery i liked the blog, and acknowledge how far you have come and overcome. you will be an inspiration to others ",train,1.0
1228961,1,1991277337,Mon Jun 01 06:44:33 PDT 2009,NO_QUERY,yourxcouture,On my way to skewl to take my last exam and im done with high skewl forever ,train,1.0
1115047,1,1972882144,Sat May 30 10:03:52 PDT 2009,NO_QUERY,Lauurreeennn,Working sucks! its so nice out id rather be in the sunshine!! ,train,1.0
906257,1,1695343066,Mon May 04 05:53:49 PDT 2009,NO_QUERY,americandream09,"@MelKirk lol, Thanks for the morning Chuckle   Not sure if you follow me? Please check..",train,1.0
1401361,1,2054534233,Sat Jun 06 07:33:42 PDT 2009,NO_QUERY,polah08,"FRIENDS, kindly check out my pictures here on twitpic.. thanks.  follow.........http://twitpic.com/photos/polah08",train,1.0
1261647,1,1998656171,Mon Jun 01 18:54:42 PDT 2009,NO_QUERY,paige_watson,Classes all day....last day of UNI tomorrow ,train,1.0
875708,1,1680847501,Sat May 02 12:38:03 PDT 2009,NO_QUERY,GallagherCS,milly brennan is a retard ,train,1.0
1365614,1,2049987730,Fri Jun 05 17:51:44 PDT 2009,NO_QUERY,adgergits,Getting to see my brother! Woo ,train,1.0
1267980,1,1999950812,Mon Jun 01 21:07:22 PDT 2009,NO_QUERY,lrae24,great party tonight!  carter has mild double ear infections...poor baby! i'm going to go to bed now. ,train,1.0
1230947,1,1991663606,Mon Jun 01 07:26:43 PDT 2009,NO_QUERY,silner,Hey isn't it time you stoked up your dormant #identi.ca account @brettborders ,train,1.0
880877,1,1685710511,Sun May 03 01:41:04 PDT 2009,NO_QUERY,whitsundays,@Sir_Almo  It's my music if they don't like it they can switch off. lol ,train,1.0
1231182,1,1991703060,Mon Jun 01 07:30:54 PDT 2009,NO_QUERY,ninjza,@zombiestyle @skechoner they've been claimed so no worries ,train,1.0
1407470,1,2055521819,Sat Jun 06 09:28:15 PDT 2009,NO_QUERY,robby_h,can't wait to meet Layla Gull ,train,1.0
1057456,1,1962716895,Fri May 29 11:31:30 PDT 2009,NO_QUERY,ambbb,@odamay13 You know who I just love? Becky LaTray! ,train,1.0
1511570,1,2175109058,Mon Jun 15 00:06:26 PDT 2009,NO_QUERY,Pazmino,@AnnaPaz  Oh nothing ,train,1.0
1135704,1,1976503511,Sat May 30 17:37:49 PDT 2009,NO_QUERY,jessiekuruc,@mmitchelldaviss  you have no idea how much I love you for responding. hahaha. we're bffs now  hahaha,train,1.0
833689,1,1557804156,Sun Apr 19 06:04:35 PDT 2009,NO_QUERY,xxmarjxx,watching harry potter and the half-blood prince: trailer! awesome ,train,1.0
1478209,1,2066443209,Sun Jun 07 10:31:51 PDT 2009,NO_QUERY,bopeepsheep,@Orchidflower Was stone deaf earlier in life (had surgery); am nearly blind in one eye and have lost some sight in other. And am myopic. ,train,1.0
1352213,1,2046311251,Fri Jun 05 11:59:57 PDT 2009,NO_QUERY,_ayoobeez,finally got my hair cut ,train,1.0
1551106,1,2183931642,Mon Jun 15 15:10:56 PDT 2009,NO_QUERY,janella09,about to head to school. ,train,1.0
1529703,1,2177622627,Mon Jun 15 06:25:33 PDT 2009,NO_QUERY,Julszaragoza,is sending Good Luck to Marisuca!!! ,train,1.0
930089,1,1760215247,Sun May 10 20:57:05 PDT 2009,NO_QUERY,jmotwit,"I had a wonderful Mother's Day with Mother, Brian, Melissa, and Brendan!  Kathy called so all is well!  ",train,1.0
985759,1,1834507171,Mon May 18 03:11:54 PDT 2009,NO_QUERY,c0vergirl,My Yummie Vice ... yyiiihhheee ,train,1.0
1088767,1,1969633720,Sat May 30 00:40:55 PDT 2009,NO_QUERY,misskittymarie,"@DjMehdix a little bit of almost everything, but metal also. ",train,1.0
800695,1,1467951901,Mon Apr 06 22:58:04 PDT 2009,NO_QUERY,SammiiSTACK,i fell of the tredmill today in sport ,train,1.0
1344823,1,2039934216,Thu Jun 04 23:11:04 PDT 2009,NO_QUERY,queenofthelab,"@ninirific Yeah I saw it sweetie  nervous about showing it to him, if he even sees it! haha",train,1.0
1151374,1,1978556979,Sat May 30 23:43:53 PDT 2009,NO_QUERY,MoniqueSidhom,I'm so happy! ,train,1.0
1072190,1,1966504039,Fri May 29 17:53:20 PDT 2009,NO_QUERY,madkoe3,Well maddie loves @meglud ,train,1.0
885631,1,1686549058,Sun May 03 05:53:31 PDT 2009,NO_QUERY,Andjelija,@jules_88 haha Good luck with that ,train,1.0
813282,1,1548753352,Fri Apr 17 21:52:19 PDT 2009,NO_QUERY,Airika,@oprah welcome to twitter! ,train,1.0
1077887,1,1967755165,Fri May 29 20:09:15 PDT 2009,NO_QUERY,Chpll917,also the lakers are kicking ass ,train,1.0
1124929,1,1974756415,Sat May 30 13:46:57 PDT 2009,NO_QUERY,Dialpex,@shaylinhaa - Hiiiiiiiii. ,train,1.0
1249653,1,1996130045,Mon Jun 01 14:34:52 PDT 2009,NO_QUERY,randiohdesigns,Excited to be June's Guest at ScrapbookBytes - new products uploaded! Look for the FREE samplers tonight  http://bit.ly/lNsVF #digiscrap,train,1.0
1403974,1,2054953733,Sat Jun 06 08:24:49 PDT 2009,NO_QUERY,Dreamprovidence,p.s watch my dance live tonight at 7 at victorychurch.tv ,train,1.0
1004850,1,1880457743,Fri May 22 01:18:44 PDT 2009,NO_QUERY,tasshh,"@PrimaBallerinaX thankyou so much!  haha, no i just rocked up and started taking photos, people looked at me like i was a freak ",train,1.0
811474,1,1470070431,Tue Apr 07 08:15:32 PDT 2009,NO_QUERY,Black_Fedora,Hey? Aren't we &quot;due&quot; 4 a 'Terror Alert'? That last Prez we had REALLY kept us on top of those ;) Hmm. The 'new guy' has yet to issue ONE ,train,1.0
936505,1,1793009105,Thu May 14 01:01:46 PDT 2009,NO_QUERY,anthium,Bloody hell! I'm joining the crusade to regain the Holy Land. Wanna come with us? ,train,1.0
835260,1,1558165119,Sun Apr 19 07:29:27 PDT 2009,NO_QUERY,JustTooBusy,@Movingetc Great blog - tried to click through to your website - I'm getting an error page - thought you might want to know. ,train,1.0
1589172,1,2191192713,Tue Jun 16 04:44:15 PDT 2009,NO_QUERY,mz123,"@MarshRChris Glad you liked it   It's easy to get addicted to.  Especially since it's not meant to be a high drama show, just entertai ...",train,1.0
918869,1,1753728061,Sun May 10 03:07:30 PDT 2009,NO_QUERY,Camissa,Just woke from the longest sleep in months-so nice! Now to get some work done so i'm prepped for next wk &amp; free for K coming home tonight ,train,1.0
950413,1,1823993486,Sat May 16 23:40:17 PDT 2009,NO_QUERY,tahirahanisa,Bedtime finally ,train,1.0
1319334,1,2014469214,Wed Jun 03 01:38:04 PDT 2009,NO_QUERY,michpwnsyo,@lady_mimin96 hahha im watching that too! ahah ,train,1.0
991684,1,1835154439,Mon May 18 05:17:08 PDT 2009,NO_QUERY,VioletsCRUK,@tc2866 lol Thanks Tommy..so glad you are still one off my followers!  It wasn't raining here..it was sunny! Actually really nice outside!,train,1.0
1229875,1,1991456764,Mon Jun 01 07:04:24 PDT 2009,NO_QUERY,CATHYETHAN,@DENISE_RICHARDS HI Denise. your daughter have the same bday of me. today is my bday too june 1.. HAPPY BDAY LOLA... ,train,1.0
1249175,1,1996023016,Mon Jun 01 14:24:51 PDT 2009,NO_QUERY,pmccourt,@BigBoyler  Looks like somebody caught you on camera all acting and stuff!   http://bit.ly/P8pDB,train,1.0
1280965,1,2001691424,Tue Jun 02 01:44:28 PDT 2009,NO_QUERY,saimin,@sishizaki haha so far funny ,train,1.0
812415,1,1548497957,Fri Apr 17 21:07:08 PDT 2009,NO_QUERY,ninamonique,At home making it a Blockbuster night  No really I'm super exhausted and I wanna save all my energy for tomorrow night....,train,1.0
1358685,1,2048264704,Fri Jun 05 14:55:29 PDT 2009,NO_QUERY,Katie1989,@oreoking Oooh thank you! I love Oreos  xx,train,1.0
918591,1,1753680189,Sun May 10 02:52:35 PDT 2009,NO_QUERY,hyppe,@gabexmosh &quot;with done&quot;? ,train,1.0
910227,1,1751503577,Sat May 09 19:36:13 PDT 2009,NO_QUERY,hella_gnarly,"I wanna be like vocabulary donna, all in Chicago.    I need to put wu tang 8 diagrams on my ipod  that CD reminds me of someone special",train,1.0
1158215,1,1979247019,Sun May 31 02:14:02 PDT 2009,NO_QUERY,Haubii,Good Morning ,train,1.0
1033810,1,1955872326,Thu May 28 20:46:15 PDT 2009,NO_QUERY,TgoTheBeatBanga,@gunitweeze FA SHO... UMMA BE AAAWWIGHT THO... ,train,1.0
1316682,1,2014179913,Wed Jun 03 00:42:03 PDT 2009,NO_QUERY,pam_thompson,"@andyweatherill Well, fancy meeting you here!  Welcome to twitter - BTW it doesn't make you a twit!",train,1.0
1003336,1,1880305496,Fri May 22 00:46:38 PDT 2009,NO_QUERY,SiobhanHickey,@ydurran No problem - BF's mom kept saying I couldn't just leave her on the side of the road ,train,1.0
1536039,1,2179177352,Mon Jun 15 08:45:05 PDT 2009,NO_QUERY,yassermohamed,@psytraveller Looking forward to the new magazine here in Kuala Lumpur ,train,1.0
1447581,1,2062636613,Sat Jun 06 23:49:35 PDT 2009,NO_QUERY,RichCity228,thinking about the most beautiful girl in the world! she is also my favorite person forever  she knows who she is ,train,1.0
911865,1,1752089096,Sat May 09 21:01:28 PDT 2009,NO_QUERY,pixelyzed,"@lwcavallucci No... we didn't *like* it, we LOVED it!  The tone, the story, the chemistry between the actors/characters, all was perfect.",train,1.0
1304229,1,2010171988,Tue Jun 02 16:56:06 PDT 2009,NO_QUERY,strictlynetwork,@DaRealJimBeanz plz follow me. wanna send u an confidentional mail  big ups from France,train,1.0
1482804,1,2067336175,Sun Jun 07 12:09:58 PDT 2009,NO_QUERY,isa_beloved,I just had the best burrito eveeerr ,train,1.0
1070181,1,1966060927,Fri May 29 17:03:00 PDT 2009,NO_QUERY,tinystrings,@brightyellowboi it's in there ,train,1.0
1050409,1,1960696276,Fri May 29 08:22:01 PDT 2009,NO_QUERY,KerrynKiss,Loving the English weather today. So nice and sunny ,train,1.0
930658,1,1770549842,Mon May 11 21:38:27 PDT 2009,NO_QUERY,SimritaSingh,I love you all  rough night in btown.. Miss everyone already,train,1.0
1384308,1,2052643832,Sat Jun 06 01:28:07 PDT 2009,NO_QUERY,StressKitten,@Greyelk yeah its recommending ppl u like to follow for others to follow. like a 'big up' ,train,1.0
1194679,1,1984484578,Sun May 31 15:11:50 PDT 2009,NO_QUERY,JapanFinds,Dozens of Images from the New PSP: Go! @ Gizmodo!  http://moourl.com/2u7gy,train,1.0
1099571,1,1970586068,Sat May 30 04:27:30 PDT 2009,NO_QUERY,wirbelwind1111,@jyusan It's hard when you are the only one who wants to make a compromise. And that video was pretty awesome ,train,1.0
995446,1,1835719548,Mon May 18 06:36:33 PDT 2009,NO_QUERY,007wisdom,'Time Is An Illusion and All Time Is Now'... &quot;You ready to have some fun?  I thought so...&quot; Read Ariel's full article @ http://tr.im/jFd7,train,1.0
1414302,1,2057010094,Sat Jun 06 12:12:14 PDT 2009,NO_QUERY,AusTxNerd,@robby_therobot Hey Robert! Nice to see you on twitter. Happy Austin Pride ,train,1.0
1401476,1,2054560737,Sat Jun 06 07:37:03 PDT 2009,NO_QUERY,sallythomsett,@deanomarr It's very quiet maybe they're all at gamblers anon? ,train,1.0
1399983,1,2054321129,Sat Jun 06 07:05:26 PDT 2009,NO_QUERY,djpedrobueno,860MB of mp3 promos to listen!  let's filter and release the bombs with Blind&amp;Fat Tunes @ Beatport,train,1.0
819256,1,1553336315,Sat Apr 18 13:59:45 PDT 2009,NO_QUERY,Julchen_Julia,@MusicHanna http://twitpic.com/3jkqr - das war so toll ,train,1.0
1447675,1,2062647777,Sat Jun 06 23:51:40 PDT 2009,NO_QUERY,morganna94,Kellie Pickler was so great on Ellen friday talkin' about &quot;tweeter&quot;! LOL. She is so funny! And I love Ellen ,train,1.0
992696,1,1835285373,Mon May 18 05:37:35 PDT 2009,NO_QUERY,sandybanks,Just done a lunchtime run ... battling with the weather again ... this time it was sunny so I was hot in the windproof I was wearing! ,train,1.0
1298809,1,2005500459,Tue Jun 02 09:47:09 PDT 2009,NO_QUERY,jessicaaly,"@therealTiffany Hi Tiffany .. tomorrow is my 14th birthday .., it means a lot to me , if you can twittered me  thanks so much !",train,1.0
840462,1,1559742325,Sun Apr 19 11:56:05 PDT 2009,NO_QUERY,AmyEverard,bought my first mango ,train,1.0
1017428,1,1881853904,Fri May 22 05:42:41 PDT 2009,NO_QUERY,kateblogs,"@billythekid I've just tried starting again, but if that doesn't work, I'll try this. Thanks ",train,1.0
1096196,1,1970294299,Sat May 30 03:15:48 PDT 2009,NO_QUERY,erikmax,sinner or a saint... berlin is bringing everything out!! ,train,1.0
1145767,1,1977824133,Sat May 30 21:47:33 PDT 2009,NO_QUERY,MarandaUCP,@AnzLeeIsrael haha too funny you probably could because she likes looking for you ,train,1.0
1448837,1,2062776531,Sun Jun 07 00:15:43 PDT 2009,NO_QUERY,HudaNERDY,http://twitpic.com/6tebs - I was bored. ,train,1.0
1033994,1,1955908639,Thu May 28 20:50:12 PDT 2009,NO_QUERY,ashlypotez,*Spazz* I can't wait for the new Say Anything albummm! Even though it's going to be several months. But TBS is this Tuesday! ,train,1.0
1323216,1,2014877081,Wed Jun 03 02:59:05 PDT 2009,NO_QUERY,kokostasia,"@switch_twitch there's a girl who works in starbucks, she's very inspirational, she's very inspirational, because of many thingsss ",train,1.0
1254068,1,1997027636,Mon Jun 01 16:07:21 PDT 2009,NO_QUERY,dolcelaalaa,@Kn1ghtMayor no goodnite yet im still awake ish ,train,1.0
1254038,1,1997011469,Mon Jun 01 16:05:37 PDT 2009,NO_QUERY,himynameisajjb,had to put that tweet me wanted djam trvs mixtape ,train,1.0
1550661,1,2183845518,Mon Jun 15 15:03:51 PDT 2009,NO_QUERY,lostkiwi,@jdyates their problem by getting the Gov to step in and help. Who said Mercantilism is dead?  (love it),train,1.0
1547860,1,2182863477,Mon Jun 15 13:44:07 PDT 2009,NO_QUERY,iChris,@mattwiebe I'm not sure that's the 2nd monitor's fault.  ,train,1.0
1166233,1,1979916563,Sun May 31 05:00:53 PDT 2009,NO_QUERY,lettyma927,rt @antdog927 Damn I know how to hire people.  Ok maybe two didn't work out but 2 out of 10 ain't bad Antdog [you got good taste4talent],train,1.0
1277203,1,2001291692,Tue Jun 02 00:24:56 PDT 2009,NO_QUERY,elocio,"@jen004 Of course not m'dear.. you shine , brighter than bright! ",train,1.0
1150869,1,1978502832,Sat May 30 23:33:34 PDT 2009,NO_QUERY,pastorkylesmith,Heading to African church then on to the airport. Flights of 2-8-8-4-2 hours ahead. Looking forward to American soil and huggin my girls. ,train,1.0
859451,1,1676066447,Fri May 01 21:00:45 PDT 2009,NO_QUERY,mandiebear,@djR3Z awww...thanks bro!!  You'se the bestest!!!,train,1.0
1177847,1,1981487342,Sun May 31 09:15:22 PDT 2009,NO_QUERY,sarahstanley,@legalninjaKris I will pray that you are able to get it done!  xoxo,train,1.0
1050936,1,1960961636,Fri May 29 08:46:24 PDT 2009,NO_QUERY,Erika_is_crazy,listening to Mariah Carrey's I Stay In Love... ,train,1.0
1142256,1,1977282755,Sat May 30 20:34:58 PDT 2009,NO_QUERY,jenny2s,"@kirstiealley I teach teenagers, and they are&quot; agering&quot; me! perfect place to work on patience and grace. Use my outside voice , a lot! ",train,1.0
1581112,1,2190149383,Tue Jun 16 01:54:38 PDT 2009,NO_QUERY,jjjen,".@TimWD Ah yeah, good ol' Britney.... Always amazes me how they get &quot;followers&quot; ",train,1.0
1188616,1,1983363424,Sun May 31 13:00:53 PDT 2009,NO_QUERY,BadAstronomer,"@grantimahara Thanks, but I'm almost home, where a 1/2 gallon awaits me.  Also PHX=700 miles away.",train,1.0
805674,1,1468699038,Tue Apr 07 03:14:11 PDT 2009,NO_QUERY,MalaysianLife,FTW = From The Wild ? ,train,1.0
1380473,1,2052248743,Sat Jun 06 00:06:42 PDT 2009,NO_QUERY,jennrutt,Just finished dancing in the rain!!! Now only if I had someone to dance in the rain with... ,train,1.0
856711,1,1573802761,Tue Apr 21 02:56:04 PDT 2009,NO_QUERY,pantone801,"@flaxdigital Thx for the follow. That is my Maori border, glad ya like it ",train,1.0
931187,1,1770747297,Mon May 11 22:08:15 PDT 2009,NO_QUERY,audry986,I can't believe my goddaughter will be 1yr old in 2months! my lil love bug is growing up!  yet still so lil! love her,train,1.0
1276484,1,2001212634,Tue Jun 02 00:10:30 PDT 2009,NO_QUERY,leeyingyi,yesterday was a blast!   I love yesterday steamboat.,train,1.0
1203896,1,1986153467,Sun May 31 18:24:29 PDT 2009,NO_QUERY,futuresex,i'm going to watch a movie so can one of you tweet me if zac/rpattz/jt/shia have any interaction together? thanks ,train,1.0
1039202,1,1956782937,Thu May 28 22:40:43 PDT 2009,NO_QUERY,cathyleehart,@bennyo_brittle for melbourneee the 25th of august ,train,1.0
942795,1,1794783167,Thu May 14 06:33:03 PDT 2009,NO_QUERY,kwickersham,@Jrathbne Hello Jackson when will your band perform in Minnesota? i would love to see you play. Have a great day ,train,1.0
1363928,1,2049614884,Fri Jun 05 17:11:24 PDT 2009,NO_QUERY,missay456,@TurryG9igot a haircut today too! i like mine  and im sure yours is beautiful!!!,train,1.0
1076189,1,1967364257,Fri May 29 19:26:45 PDT 2009,NO_QUERY,Paul_Coleman,"@JennyPennifer The storing dried food.  Seemed crazy before, now makes perfect sense! ",train,1.0
1492873,1,2069379141,Sun Jun 07 15:46:10 PDT 2009,NO_QUERY,juandugan,@producerkeith1 don't hate ,train,1.0
1322396,1,2014794436,Wed Jun 03 02:42:37 PDT 2009,NO_QUERY,Mister_Showtime,"@alexsheppard Yeah, it's only part of it. I didn't have the skill to point that out and fit it in my last tweet though ",train,1.0
1006601,1,1880626013,Fri May 22 01:55:02 PDT 2009,NO_QUERY,FatPaddler,My first batch of FatPaddler.com car and kayak stickers have arrived! I'm liking them!!!  ,train,1.0
934791,1,1792564830,Wed May 13 23:31:20 PDT 2009,NO_QUERY,eclecticxmanda,"david archuleta and adam lambert are trending topics right now  .... yay, love them both!!!",train,1.0
1310379,1,2013288389,Tue Jun 02 22:19:27 PDT 2009,NO_QUERY,jonnyboyca,@gunsandsoup you love your G1 phone? ,train,1.0
1479348,1,2066645603,Sun Jun 07 10:54:39 PDT 2009,NO_QUERY,alyssfiss,In line to seeee MITCHELL MUSSO!  we got a petty good spot ,train,1.0
940788,1,1794041879,Thu May 14 04:47:22 PDT 2009,NO_QUERY,jessxoxo81,oh god just remebered last night. YOUR LLIQUISHA ARENT YOU!!!! i almost died of laughter ,train,1.0
1372246,1,2051235176,Fri Jun 05 21:16:01 PDT 2009,NO_QUERY,JawnCanDraw,Off work and immediately annoyed ,train,1.0
959824,1,1826177112,Sun May 17 07:52:38 PDT 2009,NO_QUERY,j_l_ray,Had a fantastic time at the meeting! Time to pack for the return trip to Bergen ,train,1.0
1454607,1,2063340843,Sun Jun 07 02:16:04 PDT 2009,NO_QUERY,Lil_708_kami,@ryan_leslie how about u come to the one in chicago ,train,1.0
1482012,1,2067180725,Sun Jun 07 11:53:39 PDT 2009,NO_QUERY,LAUREN8OH8,@Steph996 haha i think i'm just gonna get a text message to my phone telling me to update. no worries ,train,1.0
1009425,1,1880897159,Fri May 22 02:53:36 PDT 2009,NO_QUERY,pretzelle,"cough is much better, hurray. Now to decide what to do today ",train,1.0
1083172,1,1968821851,Fri May 29 22:18:03 PDT 2009,NO_QUERY,therealsecret,@annemarie3steps Thnx a ton  Its nice 2 connect with u ,train,1.0
924141,1,1754907752,Sun May 10 07:43:54 PDT 2009,NO_QUERY,_hysteria_,good morning twitter ,train,1.0
1480779,1,2066922923,Sun Jun 07 11:25:21 PDT 2009,NO_QUERY,MelinaPlaza,We've to do a school's work but I think we're gonna have a good time together ,train,1.0
1040996,1,1957025825,Thu May 28 23:18:42 PDT 2009,NO_QUERY,Mona26,@eyecon1219 @belletrist9 @Katie0504 all good!  i plan on traveling ,train,1.0
1587137,1,2190898595,Tue Jun 16 04:01:30 PDT 2009,NO_QUERY,SomersetBob,"@Denpasar lol, I can't imagine! GOT to stop those little sugary dessert treats! ",train,1.0
1416930,1,2057497316,Sat Jun 06 13:06:52 PDT 2009,NO_QUERY,elynn1,I have a pretty new purple phone. Did I mention it's purple? ,train,1.0
855867,1,1573650287,Tue Apr 21 02:10:57 PDT 2009,NO_QUERY,AlexKol21,Drinking my morning coffee ,train,1.0
841260,1,1562360802,Sun Apr 19 19:48:02 PDT 2009,NO_QUERY,LyleTiloReust,Just finished recording guitars and organ in the studio. Douglas is doing vocals right now. 5 new songs ,train,1.0
910309,1,1751538725,Sat May 09 19:41:07 PDT 2009,NO_QUERY,Mizzjanice17,"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun ",train,1.0
1167725,1,1980081653,Sun May 31 05:37:14 PDT 2009,NO_QUERY,shantastics,is eating a whole pizza by herself. sigh. LOL. domino's cheesy garlic bread is yum! ,train,1.0
1423968,1,2058794146,Sat Jun 06 15:38:25 PDT 2009,NO_QUERY,AshleighMontoya,24 marathon with Dani... Pretty sure she's going to be hooked after this! ,train,1.0
840220,1,1559676236,Sun Apr 19 11:45:49 PDT 2009,NO_QUERY,emmastizzle,ha this weather is so nice im gonna lay on my porch and tan ,train,1.0
1135091,1,1976454705,Sat May 30 17:22:07 PDT 2009,NO_QUERY,CrackBarbie,So I'm not the only one to cry during &quot;Up&quot;? It was an excellent movie ,train,1.0
1579800,1,2189986160,Tue Jun 16 01:26:50 PDT 2009,NO_QUERY,jaekaebee,"@writerchic831 Not finished yet by a long shot, but disassociating from packing right now. 1 reason to really like work during this time ",train,1.0
1165983,1,1979891390,Sun May 31 04:55:17 PDT 2009,NO_QUERY,Copperhead_7,@KamrynSmiles Good morning....I set up my account.  Have been wondering what Twitter was all about ,train,1.0
1005695,1,1880534861,Fri May 22 01:35:18 PDT 2009,NO_QUERY,SEO_Expert_Ind,"Press Releases are also very important for SEO. So guys, Write  a press release for your company now and get benefited from google... ",train,1.0
1553214,1,2184578885,Mon Jun 15 16:06:50 PDT 2009,NO_QUERY,Sheindie,"@SoMelificent it would be as if an imposter had a twitter a/c 4 ZQ that said: Official twitter a/c of ZQ ..anyway, they'll drop the word ",train,1.0
1274831,1,2001019005,Mon Jun 01 23:36:20 PDT 2009,NO_QUERY,tasshja37,bye everyone ,train,1.0
916617,1,1753347275,Sun May 10 01:11:48 PDT 2009,NO_QUERY,1widesi,lovin' my new blackberry ,train,1.0
966013,1,1827658510,Sun May 17 11:10:30 PDT 2009,NO_QUERY,TheAsianGoddess,"@bandit83 - yes bandit, it was AWESOME !!!! ",train,1.0
1070492,1,1966133904,Fri May 29 17:11:11 PDT 2009,NO_QUERY,RobM67,@sarahbellafina Thanks very much for the #FF! Nice of you to try and increase my tiny empire ,train,1.0
1133860,1,1976243467,Sat May 30 16:54:07 PDT 2009,NO_QUERY,bgsmilestoo,@rs68141  i could def be down! ,train,1.0
1135026,1,1976441283,Sat May 30 17:20:17 PDT 2009,NO_QUERY,kimmpossib1e,Cafe sua da  off at 745pm weeeee  http://twitpic.com/6auen,train,1.0
1299012,1,2005876582,Tue Jun 02 10:18:56 PDT 2009,NO_QUERY,MaggieBlack,Life absorbs more than a brilliant distortion of speed ,train,1.0
906315,1,1695374566,Mon May 04 05:58:41 PDT 2009,NO_QUERY,lorybeat,In bed. A cuppa. Tv on... All this while husband is cooking... Life is sweet... ,train,1.0
1526975,1,2177115737,Mon Jun 15 05:28:57 PDT 2009,NO_QUERY,cinnabarr,Good Monday Morning!  ,train,1.0
1449898,1,2062885920,Sun Jun 07 00:37:45 PDT 2009,NO_QUERY,jameshindley11,at FOXLEYS!!!! jeni is currently hugging me ,train,1.0
998969,1,1836377280,Mon May 18 07:53:19 PDT 2009,NO_QUERY,EricaBasta,@nilchameleons: bolt bus! leather seats and free wifi ,train,1.0
1305007,1,2010908060,Tue Jun 02 18:09:56 PDT 2009,NO_QUERY,sofialove,had a wonderful day of tea party and fun  at my daddy's now for the night weeee,train,1.0
