target,ids,user,text,text_cleaned
4,2068257581,immagoodrapper,@lexeelex aww lol u def do got a tan! the bottom of that left foot really shows me the difference ,aww lol u def got tan bottom left foot realli show differ
4,2072428046,thealexluft,@myliverandlungs bc some shmuck  already took it before I realized I like it better than sashok. Then I realized it &amp; turns out he has it,bc shmuck alreadi took realiz like better sashok realiz amp turn
4,2188526376,wishwithme,@StrangePictures I like it ,like
4,1956770118,MichelSchep,@warped0ne here more info about #Bing: http://www.discoverbing.com/ Choices ,info bing choic
4,1835382605,booksbelow,@inklesstales @TomVMorris So that's what's causing all this global climate change- those pesky butterflies! ,that what caus global climat chang peski butterfli
4,1976709963,handler,@johnnyhwin I have 20-25 boxes plus packing paper; near Dolores &amp; 23rd. Late tonight (10pm+) or Sun AM? Follow and DM for details? ,box plu pack paper near dolor amp rd late tonight pm sun follow dm detail
4,1976673409,MissMeggyDee,@mirandabuzz http://twitpic.com/6ayp1 - Aww...you look really pretty here.  But..yeah..where is your seat belt? :},awwyou look realli pretti butyeahwher seat belt
4,2015049864,Real_Gaz_Coward,"It's my girlfriend's birthday, got a great party planned for tonight, she has no idea how great it's gonna be  How's everyone else today?",girlfriend birthday got great parti plan tonight idea great gon na how everyon el today
4,1793073217,ryankanno,"@abaggy No, you guys could be here. ",guy could
4,1880838095,dawn_ohhh,#FollowFriday @JaredMaine @JackAllTimeLow @MileyCyrus @JustinBrighten @LeeGazeprophets    ,followfriday
4,1974693776,tanyafavitta,"http://twitpic.com/6a7zp - look what i bought today! i almost started screaming when i found it, i'm so obsessed with willy wonka  it  ...",look bought today almost start scream found im ob willi wonka
4,1559875510,joannalomax,is doing her foodtecc ,foodtecc
4,2068854752,AllyKit,@Wossy Judi Dench!  XXX,judi dench xxx
4,2070707101,amillz,awww how sweet @pworld12  ,awww sweet
4,1751358148,katekintail,Caps lost. ARGH! But HP game evening was much fun ,cap lost argh hp game even much fun
4,1563515131,Jay53140,"chillin, should be sleeping....I miss you, hun ",chillin sleepingi miss hun
4,2192228794,michee_rambles,Nevermind...Rogers suckered me back...but a better plan was offered and now I'll be getting a BOLD  Hooray!,nevermindrog sucker backbut better plan offer ill get bold hooray
4,1882658529,YaniqueYen,@SashiGamali lol i want all day everywhere lol ,lol want day everywher lol
4,1977258679,jennynathan,Had lots of fun at saul's bar mitzvah. Thanks @johnffreeman and @amyrchapman for the ride downtoen ,lot fun saul bar mitzvah thank ride downtoen
4,1692296029,Coolettie,"@bilalsalaam I'm good thanks  Trying to get my creative juices flowin, but I'm sleepy!! lol",im good thank tri get creativ juic flowin im sleepi lol
4,2186527498,uprinting,@lukesmall great! let us know how it turns out ,great let u know turn
4,1795044819,Naibabi,"@Bitter_Sweet_ it's a long story Em! Also, sorry I took so long to respond ",long stori em also sorri took long respond
4,1968937495,Orion_Girl,@Gromrigan OOC:  Virtual ladies (and men) are wonderful.  ,ooc virtual ladi men wonder
4,2016498158,ljellis,"The whole 'rain in June' thing is weirding me out, but...THUNDER! Twice now! Yay!  ",whole rain june thing weird butthund twice yay
4,1977512237,TimothyH2O,Also got some tees and awesome western/plaids shirts  Saw some bomb-butt ties but didn't feel like getting them.. YET ,also got tee awesom westernplaid shirt saw bombbutt tie didnt feel like get yet
4,1559874782,GinaLaGuardia,@rachelakay I heard your TweetUp rocked! Glad you had a blast. #12for12k Next time... Vegas? ,heard tweetup rock glad blast fork next time vega
4,1557601092,Flowersophy,@yahaloma O so its like mine ,like mine
4,1975089868,okse,@lilyroseallen You know it's your fault  The Boyle Didn't win? *High fives The Allen ,know fault boyl didnt win high five allen
4,2001578031,soveren,Another beautiful sunny day ,anoth beauti sunni day
4,1686684211,xallanxx,"going for a nap, i'll be on laterr ",go nap ill laterr
4,1680775953,MachaSempai,Eating lunch with Cheesus at the Zen House ,eat lunch cheesu zen hous
4,1975894861,Devilslair,"@telihana Holy crap...someone can have my number for $1500 if they want lol, the world's gone mad  !!",holi crapsomeon number want lol world gone mad
4,1557802003,annie_silly,@firesty hola firee my best buddy with a long nickname ,hola fire best buddi long nicknam
4,2188881111,suspektz101,Just got Ghostbusters...yes!! ,got ghostbustersy
4,1957311420,VOGUE616,Goodnight Twitheads. I have a busy day tomorrow. Gettin ready for my baby's birthday ,goodnight twithead busi day tomorrow gettin readi babi birthday
4,2063712265,Lynoush,@maysays Yeaaa. And I really wanna see him ,yeaaa realli wan na see
4,2192562001,moshimoshiyou,"Voodoo quiz 2nite, if we win, we cud buy 10 bottles of champagne!  (ya have to say it as its spelt, not pronounced, its more fun) ",voodoo quiz nite win cud buy bottl champagn ya say spelt pronounc fun
4,1968766160,Darkspyder86,Screenshot  http://bit.ly/vKClZ,screenshot
4,2063597087,aussie_ali,@lukeii No problemo Luke  I've been good. You guys enjoy the match last night?,problemo luke ive good guy enjoy match last night
4,1994698581,alicereslie,@nkotb  You know y'all want to move me to the front row on Thursday.   Just seeing if the Jedi Mind trick can work over twitter.  ;),know yall want move front row thursday see jedi mind trick work twitter
4,2060906195,80skaty,finally back from work &amp; craft stores! haven't ate since noon yikes...gotta $25 tip for working the b-day party today yay ,final back work amp craft store havent ate sinc noon yikesgotta tip work bday parti today yay
4,1792641449,CatherineDream,"@Tiannax3 Oh, OK then   THANKS!! I cannot wait!!!",oh ok thank wait
4,1992029976,chanel411,"jus chilling, i love new moon trailer!!! Cant wait for film ",ju chill love new moon trailer cant wait film
4,2051449224,twinstar88,in less than 24 hours i'll be done with finals &amp; starting summer ,le hour ill done final amp start summer
4,1771006491,thekristinrose,@Robbieland My BF and your BFF is gonna be home in less than 1 week!! Wooooo! Get excited ,bf bff gon na home le week wooooo get excit
4,1973437010,misssuperstar,@RobKardashian morning rob ,morn rob
4,1468917955,AV02,@aprilmcvey whyy dont you update somemore mom!  HAVE A BLESSED DAY!,whyy dont updat somemor mom bless day
4,2000830137,Ioan_Said,@LesbianCafe thank you! ,thank
4,1997811685,kinmeli,"Gin, tonic, friends ",gin tonic friend
4,1677976221,BrandonSparkes,Around With My Baby ,around babi
4,2052108743,desertrabbit,@_supernatural_ http://twitpic.com/6pvjm - Ooops @candymaize damn skippy I'm all about RESULTS. ,ooop damn skippi im result
4,1557569758,twonkism,@dearhummingbird ahhhh... a lady of expensive tastes ,ahhhh ladi expens tast
4,2062826226,loris_sl,@_Anshul oh! Your 1st anniversary?? Hurrah! Congratulations! Have fun  where do u want to go on holidays?,oh st anniversari hurrah congratul fun u want go holiday
4,2058163407,LizUK,"@DaveBrendon I am sure you'll like it - will also send the promo stuff to you - wallet, tattoo and keyring. ",sure youll like also send promo stuff wallet tattoo keyr
4,2018420466,itstyrab,@divinetruth thanks babe ,thank babe
4,2189098260,JustJaviD,Loves Ashley Tisdale's new song &quot;its alright its ok&quot; ... Not only is it amazing music and lyrics but I can connect to it as we speak ,love ashley tisdal new song quotit alright okquot amaz music lyric connect speak
4,2044874230,rhispect,@danic27 Yes! I am very proud of her. ,ye proud
4,2047567903,littlejogervin,I love my Vicky- such a good friend! ,love vicki good friend
4,1974316458,KristineRusch,"@kdueykduey Oh, sorry.  Didn't mean to give you more stalking material.  ",oh sorri didnt mean give stalk materi
4,2062011559,cattcouto,Party was awesome!! ,parti awesom
4,2187135367,nightowl,@tserivdd @necramirez don't worry it's not swine flu!  will be back in makati med (hindi na er :p) later but bedrest for the time being ,dont worri swine flu back makati med hindi na er p later bedrest time
4,1753803337,horukuru,Good birding trip within 7 days with 5 Pitta and Bornean Bristlehead ,good bird trip within day pitta bornean bristlehead
4,1988687921,hello_jodie,I saw the Dark Knight 9x in the theater. Twilight-10x. I think that The Dark Knight is more quote worthy and I can say every line. ,saw dark knight x theater twilightx think dark knight quot worthi say everi line
4,2191647392,cyphersushi,"@myinkyfingersAU absolutely, I feel like myself again... and they adored my haircolor and my curls ",absolut feel like ador haircolor curl
4,1558705651,chopsoi,@yuulin eeeeeeh ounds tuff *^*!!! :hug: youll do great  &lt;3&lt;3&lt;3,eeeeeeh ound tuff hug youll great ltltlt
4,1556741127,maimaimercado,Let's Stay Together Live at the Music Museum  http://tinyurl.com/clvs7a,let stay togeth live music museum
4,2061014660,CLajiness,@gaugl002 Laying in bed with Lindsay and my new Pre watching Harry Potter! I win! ,lay bed lindsay new pre watch harri potter win
4,1881022549,trainifique,A Trainifique moment is taking place at burger king - @kairoer enjoys chili cheese ,trainifiqu moment take place burger king enjoy chili chees
4,1563718023,jolenetakesman,im off to find sleep. hope its not hiding ,im find sleep hope hide
4,2179752916,librarykitty,@SonoranDragon Only if you have good shoes on!  Preferably big boots.,good shoe prefer big boot
4,2069694918,flamingokitty,@lonemat  see the front one?,see front one
4,2065147897,DemtriaLovato,Spending the night at @tiffydawnthorn's yayyyy!!!  I looooove her!!!!!,spend night yayyyi looooov
4,1975281885,omgitsJustinTR,@slickt614 alrite. I will be sure to check it out when i get home. ,alrit sure check get home
4,2175532323,jessshajesh,christian~ that's the name of my new classmate..although the new ones are getting bigger in number. he's the one who got my attention. ,christian that name new classmatealthough new one get bigger number he one got attent
4,1548500602,themerchgirlnet,@Musojourno yup  that's our philosophy ,yup that philosophi
4,2183744878,sillysushi,@mel_parker Good to know that! ,good know
4,1970511684,JackyRobus,On the way to a wedding. My friend is marrying a local actor...should see some celebs. ,way wed friend marri local actorshould see celeb
4,1833624124,kansascalhoun,twitter EVER for the next two weeks! i'll only update my thoughts. i'm taking a Maymester course so i have to focus! ,twitter ever next two week ill updat thought im take maymest cours focu
4,1826454145,jeanneava,"... just finished watching Gilmore Girls 5.10 for the (yes I counted it) 47th time ... yes I'm addicted, but that episode is so brilliant ",finish watch gilmor girl ye count th time ye im addict episod brilliant
4,1957593712,girlstoys,@stickytiki definitely ,definit
4,1975408756,jlh_photo,@tennilleking You'll see the photos later. ,youll see photo later
4,2188283331,BloodyRoseProd,@chelseafbaby don't be sick and tired ,dont sick tire
4,1834708551,nbb4u,Did some satistics work and now having a coffee in the sun. Why working so much when the sun is shining? ,satist work coffe sun work much sun shine
4,1834699700,Kordwar,Currently in hellfire penn. ,current hellfir penn
4,1831960647,DragonsKitchen,@TwoPeasandPod I wish I had a piece of that cake right now. ,wish piec cake right
4,1553895210,kgoli,At the park swinging with Amy! I love this day ,park swing ami love day
4,2187437632,janineshepherd,"@Arsenych Hi there, I am downunder! ",hi downund
4,1979302973,Edilma,"What a fun night, my friends rocked the house ",fun night friend rock hous
4,2054562541,ricardobolelli,@kimarycarrero read my direct message  loove ya,read direct messag loov ya
4,1966559189,emidicroce,goodnight ,goodnight
4,1976992465,Berly,yum yum margaritas - thanks @badger4life ,yum yum margarita thank
4,1573529346,mrjaba,@hlame I hear Innis and Gunn has that effect on engines when used as a fuel source ,hear inni gunn effect engin use fuel sourc
4,1972277632,kellbell68,@Bri51NY I'm good. It's noon &amp; I'm just eating my breakfast  My kinda day! It has been a busy week! I'm sorry you're workin' :0),im good noon amp im eat breakfast kinda day busi week im sorri your workin
4,1795086268,JessicaTatar,@EllerYeller for the ratio of updates to @replies... i AM talking to myself. good one ,ratio updat talk good one
4,2051854681,artistic_dreams,In 5 minutes I am going to literally die from #boredom! Friday nights are NOT suppose to be boring! Especially at my age! Lol ,minut go liter die boredom friday night suppos bore especi age lol
4,2071730603,amyhuska,very glad that her girls came over for dinner ,glad girl came dinner
4,2069791197,derouiche,"@heartsnsparkles @fenterZ SCOREEE. Start with the dodgy little girl mags, they should have some nice @jonasbrothers posters ",scoree start dodgi littl girl mag nice poster
4,2050960786,swallowedeasy,@nileyxlove I'll sub you once i get youtube working again ,ill sub get youtub work
4,2032606584,khani,@fromthestars thank you! ,thank
4,1979505617,Janina_Michaela,Currently right now I'm addicted to Take My Breath Away by Berlin - i know it's old but i'm a very old fashioned person ,current right im addict take breath away berlin know old im old fashion person
4,1551524542,netfairy23,"Prolly goin out 2nite, yay! Gonna see No More Goodbyes &amp; my Lou Lou! ",prolli goin nite yay gon na see goodby amp lou lou
4,2062448304,caycatastrophe,having a pillow fight with bidwells new bassist ,pillow fight bidwel new bassist
4,1965789139,Victoryrose33,sigh. going to get my wisdom teeth pulled tomorrow. wish me luck! at least i'll have @mattgruwell to take care of me ,sigh go get wisdom teeth pull tomorrow wish luck least ill take care
4,1833357062,silentnative91,"Hmm... Laying here, listening to With You by Jessica Simpson. Love that song! ",hmm lay listen jessica simpson love song
4,2030862999,meDriftwood,You've got it made.  WillMc,youv got made willmc
4,1750966153,StDAY,"@eeshkapeesh Aw, sorry E. :/ I hope it looks up for you (lame ear) And there's always next year! Crap. Lamer ear :/ Fail. Uhh..Love ya E! ",aw sorri e hope look lame ear there alway next year crap lamer ear fail uhhlov ya e
4,1467951426,caiteshey,@LisaNoelRuocco oh and i like your new hair too. i think it really suits you. ,oh like new hair think realli suit
4,1834779922,m_ford,@TraceyIsTra  good evening   11.00pm here,good even pm
4,1563535039,surewhynot,@iCharlotte Email sent. ,email sent
4,1968101196,rose_w,Just found the first ripe strawberry in our new patch  Am saving it for 3y dd to &quot;find&quot; tomorrow (weeding in the almost dark  ),found first ripe strawberri new patch save dd quotfindquot tomorrow weed almost dark
4,1685607408,MayOrtiz,Yey!!! just got another friend into twitter  should be asleep... Love my ipod haha im online and the folks don't notice,yey got anoth friend twitter asleep love ipod haha im onlin folk dont notic
4,1827714111,TaosJohn,"@FredGiuffrida Yes, no paper towels!  What the hell did people do for 30,000 years w/o them? We may find out soon, yes? ",ye paper towel hell peopl year wo may find soon ye
4,1991832129,meggxo33,taking a personal day ,take person day
4,2061573112,kwarmerdam,"going to see &quot;we will rock you&quot; tomorrow, i'm pretty excited even though i've already seen it ",go see quotw rock youquot tomorrow im pretti excit even though ive alreadi seen
4,1558070644,markdubya,@kristajahnke And it'll remain a secret which of these is mine! ,itll remain secret mine
4,1677766473,shaymonday,WOOO SHAY MONDAY  @heycassadee i think your really cool. ,wooo shay monday think realli cool
4,1963412915,kittierose,i watchin bgt  xx,watchin bgt xx
4,2064953759,Willison_109,"Im chasing the mythical creature called a haggis, short and stumpy little creature quite fast though ",im chase mythic creatur call haggi short stumpi littl creatur quit fast though
4,1989842507,alainaob,I found a friend! Yayy!! - a girl I had a German class with at U of M! ,found friend yayi girl german class u
4,1960697423,LarysaW,One option gone....three more to go ,one option gonethre go
4,1972719241,skanev,Horace Silver -- Song for my Father @ Starbucks. Win! ,horac silver song father starbuck win
4,1979264504,flyingblogspot,"@Morgaine_LaFay A woman who acts as she chooses, regardless of what she's told she 'should' do by others, lets down no-one. ",woman act choos regardless she told other let noon
4,2174507306,toreybrown,lol yay! I got it right! ,lol yay got right
4,2006275935,Brebrelamb,There is gonna be a Twilight cruise next year. ,gon na twilight cruis next year
4,2063416304,PieceOfMetal,Happy birthday to me ,happi birthday
4,2050154034,annahovet,"Boarding flight now. Wow, what a great day. Plus I get to see my fam tonight ",board flight wow great day plu get see fam tonight
4,2177739563,SaraEHubb,Getting my hair done! Text me ,get hair done text
4,1825825910,mmar,Extreme Makeover: Bass Edition ,extrem makeov bass edit
4,2002409366,tigerpony2000,"can't decide which vehicle to drive: w/ AC or w/out?  Ah, It's only 92 degrees, who needs AC!!!    You know, If you can't stand the heat..",cant decid vehicl drive w ac wout ah degre need ac know cant stand heat
4,1973535449,EmmaNajia,working :/ it's nice as fuck out though so that's for sure a silver lining ,work nice fuck though that sure silver line
4,1975185868,JazzyFee,@RevRunWisdom if I had cable I'd be watching it too. ,cabl id watch
4,1979273545,k_lugthart,"Another great day, what shall we do today ",anoth great day shall today
4,1971905323,hectoryep,Hell is for heroes was missing in my blipping list...enjoy  ? http://blip.fm/~7blef,hell hero miss blip listenjoy
4,2178165299,Lena_DISTRACTIA,@jweaving lil wayne? ,lil wayn
4,1979200594,kumailht,"@shufflegazine The meetup sounds fun, I might be there ",meetup sound fun might
4,1967660988,MLB_Thoughts,and im the moron eh ? ,im moron eh
4,1932982785,Dreagirl619,@SocietyReject:  man seriously. ,man serious
4,1979350686,CrazyClaude92,2nd Grade Computer Test... Can you beet it? I could!  http://is.gd/Kx7w,nd grade comput test beet could
4,2060293182,hello_boston,@davynathan Toooooo hot in there? ,toooooo hot
4,2183794992,bee_lee,@BERLINESSAinNY Hello back from him  ,hello back
4,1469314297,sara4200,morning people  ,morn peopl
4,2190595246,hellojean,@vincestev  Hope you were given a warning of mass fly-by's?  ,hope given warn mass flybi
4,2052955700,PaulaaGeorgee,im so tired. staying round lauras tonight and then summer ball tomorrow ,im tire stay round laura tonight summer ball tomorrow
4,1989807142,Yosid,@devisionstudio Thanks man ,thank man
4,1980928440,JoshMacey,@JPcashcash hey your amazingg haha ,hey amazingg haha
4,2005511122,Lovethedango,Dango is eating a #puppy. ,dango eat puppi
4,1685126761,esmeralda06,I am off to FFE and KJO; the best sites ever ,ffe kjo best site ever
4,1962982816,Texan42483,@VegMeg I heard that movie is really good. ,heard movi realli good
4,2174427022,NancyDee_Online,Hey! @DjAmir My fellow Muslim! ,hey fellow muslim
4,1982751490,CharCharCharZ,"i love lazy sundays-friends, fam, red mango ",love lazi sundaysfriend fam red mango
4,1932543529,youngfreshnew,@Candyland3 listen to them  - i know you have heard their music already.. and im gonna check out @raye6 ,listen know heard music alreadi im gon na check
4,2039671563,teebaby89,ONE more follower away from 190 ! i wonder if i can qet to 200+ by the end of FOLLOW FRIDAY ?! help me &amp; i'll help youuu . ,one follow away wonder qet end follow friday help amp ill help youuu
4,2191192270,ddangerzone,is eating lychee  http://plurk.com/p/11c7sp,eat lyche
4,1970666387,DeeCee3,@mrscurvy lol!! I was jking w/ ya  but thnxxx! Hope u have a great day *hugs*,lol jking w ya thnxxx hope u great day hug
4,2014987878,markohatma,Wifey and muffin joined me at coffee bean! so happy to see them. muffin is wearing his batik  http://twitpic.com/6ivcx,wifey muffin join coffe bean happi see muffin wear batik
4,1833474747,BREEawNUHH,@randomxXxlexie: LEXAY! tweet more. ,lexay tweet
4,2058584505,sheryonstone,rb@noochi with thanks  â« http://blip.fm/~7rf3w,rbnoochi thank â «
4,2174407226,KelvinChia,@isaaclim Classic Mistake ,classic mistak
4,2000725223,Tantastic,Staying in the Old Hobart hotel tonight. It's old and awesome. We're gonna sex this bed up good tonight. ,stay old hobart hotel tonight old awesom gon na sex bed good tonight
4,2063669398,daveizzle,@phonescooper no onboard wifi? ,onboard wifi
4,1989871974,yjwu,"@qella3 Better school in Singapore, I guess  Better IB program, more CAS opportunities, better access to classes, etc.",better school singapor guess better ib program ca opportun better access class etc
4,1836341238,TheNGTV,"@PatrickMoorhead mï¿½m's a lovely post-rock band, you should check it out ",mï¿½m love postrock band check
4,1831240455,CarebearJK,@jayc1980  right on girl..i got my carona,right girli got carona
4,2182403580,Bethy871,is excited for exams to be over and the week after - Jack Penate and Killers gigs  a dream come true......,excit exam week jack penat killer gig dream come true
4,2072460007,kellyfaiola,Going to do some sleeping  hopefully my car is ready tomorrow instead of tuesday!,go sleep hope car readi tomorrow instead tuesday
4,1676618360,wildflowerpixie,@EverywhereTrip Why not!?! You should definitely take a side-trip in Athens! ,definit take sidetrip athen
4,1981282258,ceo5050,Good morning world. I have to get out here and cut this grass in this TN heat. Meant to get up a lot earlier but u know how that is ,good morn world get cut grass tn heat meant get lot earlier u know
4,1751608953,maliaOHHHH,At anthony's for prom. ,anthoni prom
4,1956888524,TYGooNz,for every one yes i do layouts for tweeter and myspace ,everi one ye layout tweeter myspac
4,2190280720,Cheekeebabe,"@DukesofWindsor awesome, when are you in Adelaide, SA?? ",awesom adelaid sa
4,1970672785,Alpha_bet_Pony,"@TobsieNoir i stupidly keep wearing mine, i don't care how hot it is ",stupidli keep wear mine dont care hot
4,1976197882,phdinparenting,@anndouglas Just sent you an e-mail Ann ,sent email ann
4,1999222269,tmarman,@JasonCalacanis  I personally prefer Cafe Gitane right around the corner from where you are ,person prefer cafe gitan right around corner
4,2190573333,MrsCalvinHarris,just can't stop obsessing over Calvin Harris ,cant stop ob calvin harri
4,2045708729,NaythenCash,Don't you just luv follow fridays--** thank you all for flooding my timeline  lol,dont luv follow friday thank flood timelin lol
4,2056770008,Dancer4Life13,@TheChelseaStaub no. Dylan is my hot guitar teacher. ,dylan hot guitar teacher
4,1880521838,shaaqT,@pranaydewan thank for the ff love ,thank ff love
4,2044145531,xshinx,@aliceakatea oh &quot;How to Lose~&quot; i havent seen it yet. its not released in japan... :'( but i watched trailer! so funny~  i'll like it! &lt;3,oh quothow losequot havent seen yet releas japan watch trailer funni ill like lt
4,1979731399,LucyWhittington,@samdaams Thanks for letting me know you enjoyed your Australia trip on Malaysian. I am of course not jealous at all.... much... grrr ,thank let know enjoy australia trip malaysian cours jealou much grrr
4,2052839840,cmziggy,good luck to the SAT takers this morning. you guys will rock the test ,good luck sat taker morn guy rock test
4,1984747684,the_nikster,"@PowBam_ you can tweet to help pass the time, we'll keep you company  &lt;3",tweet help pas time well keep compani lt
4,1970355031,MissyM76,going to sleep.. things to do tomorrow  Night!,go sleep thing tomorrow night
4,1956758169,sauronu,and &quot;I am Singing in the rain&quot; also ,quoti sing rainquot also
4,2058296982,dannyatticus,@badlyshavedboy aw.  x,aw x
4,2052667657,AlyssaNoelleD,@RespectMileyC oh i know she is amazing!! aww u cried!?! well i dont blame u! she is my fav!  love her!,oh know amaz aww u cri well dont blame u fav love
4,1751500807,faziarizvi,"@deekgeek Awwwwwww. You two are the cutest.  And gods, I LOVE your hair. ",awwwwwww two cutest god love hair
4,2188913926,Rey_Kay,@iShatara goodnite bae! ,goodnit bae
4,2046615712,Marquise21,@peacelovetylr Babysitting so much funn ,babysit much funn
4,2010536489,musicislife90,celeb drama is addicting but overrated. the end. ,celeb drama addict overr end
4,2000937507,milesi3u,@wheetle Haha! Check out your direct messages ,haha check direct messag
4,2174506604,Medicci,Good night everyone. Sweet Dreams ,good night everyon sweet dream
4,1833472782,janakid,@stretchmarkmama it was PERFECT.  ,perfect
4,2004701716,krapposelli,"@paemt33 I would â¥ you forever if you passed any extra tix my way. Hell, I'd pay you for them, just can't put it on a credit card. ",would â¥ forev pas extra tix way hell id pay cant put credit card
4,1989612608,thebennettorg,@dalerankine Sounds to me (and a few others around here) that it's a great opportunity to visit this link: http://is.gd/LkDu  ,sound other around great opportun visit link
4,1961701457,chicrunner,@anotorias it's my fave course ,fave cours
4,1971484442,x3missLautner,@ddlovato i wish you heard my cat sing  shes awesome-ly cool. seriousss!,wish heard cat sing she awesom cool seriousss
4,2016979124,GPadvocate,"June is shaping up to be an exciting month!  The house closing, the Kenny concert, pacemaker surgery (hopefully!), AND my birthday ",june shape excit month hous close kenni concert pacemak surgeri hope birthday
4,1548888858,Quimo,@JonathanRKnight Yup yup my FIRST 5* in Irvine too... Woot Woot Summer Tour Bring it On ,yup yup first irvin woot woot summer tour bring
4,1974251655,DanielleMania,just checked out good old war's blog and found my video posted ,check good old war blog found video post
4,1977208591,Smil3e,LOOKS like I owe dis girl dinner @ &quot;The Burnt Tortilla&quot; lol. Oh well i wanted 2 go anyway ,look like owe di girl dinner quotth burnt tortillaquot lol oh well want go anyway
4,1966987570,mariale1005,@jonasbrothers http://twitpic.com/5t2p6 - Nick do u like looking at moon?cause i like it because i know its the same moon u see  thats ...,nick u like look mooncaus like know moon u see that
4,1998937009,cephalopod_gal,@doubtme Indeed! I'll add you when this episode of Star Trek is over ,inde ill add episod star trek
4,2063105157,Aryn21md,Anna is here cause Ryan left his twitter on. ,anna caus ryan left twitter
4,1996730155,EmilyAnneEncore,@AmorHilton whats the name of your show? I'll be sure not to miss it ,what name show ill sure miss
4,1967022661,aliviaterry,"At Dad's. Back from Grandpa's, he gave me the closest thing to speghetti and meatballs, what I've been craving  Thank you Grandpa !!!!! ",dad back grandpa gave closest thing speghetti meatbal ive crave thank grandpa
4,2012273445,gussz,90 followers again ,follow
4,1992397958,JonathanAJones,@ClydeLear  Do the earnings for side bets at YL golf tourneys still go to YL?      Have fun!,earn side bet yl golf tourney still go yl fun
4,1999222339,what_bugs_u,"@alexandra_42 why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress ",limit stori ch tell annoy wwwiamsoannoyedcom help reliev stress
4,1755444263,krist0ph3r,@iMBA haha don't thank me yet. i'm still at your place ,haha dont thank yet im still place
4,2052108284,MeritBuilder,@Dubravka_Diana Some cool thanks to our veterans  Go read and thank those brave guys and gals http://www.meritbuilder.com/veterans,cool thank veteran go read thank brave guy gal
4,1985681075,iamshb,Can't stop caring about/loving #susan boyle. Joy! ,cant stop care aboutlov susan boyl joy
4,1827804718,Audrey__B,@Jonasbrothers I'm going to see you to Paris and to Barcelona!Please come to in the South of France!Toulouse or Marseille ??Thank you ,im go see pari barcelonapleas come south francetoulous marseil thank
4,2000170144,msprettycece,alrite time to hit da shower... i been bs den off to bed.... goodnight ,alrit time hit da shower b den bed goodnight
4,2055447485,marycantojones,@tommcfly yeah if you try you will win a present of all brazilians girls  jones has to try too ,yeah tri win present brazilian girl jone tri
4,2062471381,_kaylamarie,ohhh what a day... what a day ,ohhh day day
4,1932431415,flutterby_storm,Just finished a nice jog. Time to chill out. ,finish nice jog time chill
4,2191374234,JamesHancox,@CourtneySit Why? Confidence makes me atypical male? So your confidence makes you atypical &quot;bitch&quot; female? I dont think so ,confid make atyp male confid make atyp quotbitchquot femal dont think
4,2059832855,Viicu,Going to have dinner  hahaa,go dinner hahaa
4,1759692661,ginny9577,@Gaelicwolf  hehehe on a sugar high so i'm good  i put the bailey's up for the next 6 months.. i have a shot on Joe Mac's birthday too ,heheh sugar high im good put bailey next month shot joe mac birthday
4,2067258963,obamalicker,Going to see Land of the Lost. Watched some of the original last night. Hope it will be as funny as the original. ,go see land lost watch origin last night hope funni origin
4,1825941293,authenticstyle,@drjoesDIYhealth  - I hope you enjoyed a wonderful Sunday!! Mine is just beginning ...,hope enjoy wonder sunday mine begin
4,2174443796,BCBarbieGIrl,@TerenceJr hop on the Texas baseball bandwagon ,hop texa basebal bandwagon
4,1974069573,DustinRinehart,@luvhateslux Only when I wasn't standing next to him and there was no competition. ,wasnt stand next competit
4,1970691896,Freakiix,going into town now   // offline.,go town offlin
4,2013240424,stuhamstra,Just won salsa contest   the sauce not the dance  next stop Food network&lt;  STU&gt;,salsa contest sauc danc next stop food networklt stugt
4,1982034352,Kimded,@cdhinton especially when its a recording and the sheet music is on the powerpoint ,especi record sheet music powerpoint
4,2053998149,SLegard,"@GoldyMom Gonna do some yard/garden work - till the garden, stake tomatoes, etc.  Then.....DRINKS ",gon na yardgarden work till garden stake tomato etc thendrink
4,2017131847,HoneyBee0903,Last day of vacation... The a week and a half left of work and I'm off for 3 weeks ,last day vacat week half left work im week
4,2058672783,EmilyClaree,"@intruth I'm not a fan, thats the only Ben Folds song I've ever heard! You CAN call yourself a fan ",im fan that ben fold song ive ever heard call fan
4,1555986269,erinbot,Aghhh. Last day :/ . Can't wait for summer ,aghhh last day cant wait summer
4,2008560279,Nelia23,"@mileycyrus Hi princess, been following you for a while but u never say hello when I do. . LOL! Im starting to wonder. . . ",hi princess follow u never say hello lol im start wonder
4,1980090571,kyujaemin,OOOHH wow. i'm twittering. possibly filling up the homepages of some people   this is addictive.,ooohh wow im twitter possibl fill homepag peopl addict
4,1978068202,LovelyPriss,txt me! ,txt
4,2001099631,kurreltheraven,coworker winding me up after getting bored with legit convo re &quot;Pluto is (not) a planet&quot; so i told him &quot;go back to 4chan&quot;. shut him up ,cowork wind get bore legit convo quotpluto planetquot told quotgo back chanquot shut
4,2047986451,Karina_Escobar,@vetty_27 Not gonna lie thomas was my 2nd fav awww I really do wish he never left but I know he is happy and tha's all that matters ,gon na lie thoma nd fav awww realli wish never left know happi tha matter
4,1979097577,xia0na,@Slurring it's hot !! ha ha .. Hate it  . Has summer holiday started yet ??,hot ha ha hate summer holiday start yet
